MMSI_CODE,DATETIME,MMAF_CODE,MMAF_NM,MMSI_NM,WIND_DIRECT,WIND_SPEED,AIR_TEMPERATURE,HUMIDITY,AIR_PRESSURE
994401594,20220113004000,101,부산청,남형제도등표,279,0.62,1.1,43,1012.8
994401594,20220113005000,101,부산청,남형제도등표,,,,,
994401594,20220113010000,101,부산청,남형제도등표,204,0.87,0.4,40,1013.2
994401594,20220113011000,101,부산청,남형제도등표,168,0.2,0.8,43,1013.7
994401594,20220113012000,101,부산청,남형제도등표,,,,,
994401594,20220113013000,101,부산청,남형제도등표,215,0.82,0.7,45,1013.8
994401594,20220113014000,101,부산청,남형제도등표,257,0.2,0.7,43,1013.5
994401594,20220113015000,101,부산청,남형제도등표,,,,,
994401594,20220113020000,101,부산청,남형제도등표,269,0.72,1,46,1013.5
220681651,20220113000000,101,부산청,남항동방파제등대,,,,,
220681651,20220113001000,101,부산청,남항동방파제등대,,,,,
220681651,20220113002000,101,부산청,남항동방파제등대,,,,,
220681651,20220113003000,101,부산청,남항동방파제등대,,,,,
220681651,20220113004000,101,부산청,남항동방파제등대,,,,,
220681651,20220113005000,101,부산청,남항동방파제등대,,,,,
220681651,20220113010000,101,부산청,남항동방파제등대,,,,,
220681651,20220113011000,101,부산청,남항동방파제등대,,,,,
220681651,20220113012000,101,부산청,남항동방파제등대,,,,,
220681651,20220113013000,101,부산청,남항동방파제등대,,,,,
220681651,20220113014000,101,부산청,남항동방파제등대,,,,,
220681651,20220113015000,101,부산청,남항동방파제등대,,,,,
220681651,20220113020000,101,부산청,남항동방파제등대,,,,,
220681654,20220113000000,101,부산청,송정리등표,,,,,
220681654,20220113001000,101,부산청,송정리등표,,,,,
220681654,20220113002000,101,부산청,송정리등표,,,,,
220681654,20220113003000,101,부산청,송정리등표,,,,,
220681654,20220113004000,101,부산청,송정리등표,,,,,
220681654,20220113005000,101,부산청,송정리등표,,,,,
220681654,20220113010000,101,부산청,송정리등표,,,,,
220681654,20220113011000,101,부산청,송정리등표,,,,,
220681654,20220113012000,101,부산청,송정리등표,,,,,
220681654,20220113013000,101,부산청,송정리등표,,,,,
220681654,20220113014000,101,부산청,송정리등표,,,,,
220681654,20220113015000,101,부산청,송정리등표,,,,,
220681654,20220113020000,101,부산청,송정리등표,,,,,
994401579,20220113000000,101,부산청,감천항유도등부표(랜비),306,9.3,0,38,1017.1
994401579,20220113001000,101,부산청,감천항유도등부표(랜비),,,,,
994401579,20220113002000,101,부산청,감천항유도등부표(랜비),,,,,
994401579,20220113003000,101,부산청,감천항유도등부표(랜비),312,9.77,0.2,42,1017.2
994401579,20220113004000,101,부산청,감천항유도등부표(랜비),,,,,
994401579,20220113005000,101,부산청,감천항유도등부표(랜비),301,9.51,0.3,46,1017
994401579,20220113010000,101,부산청,감천항유도등부표(랜비),301,8.79,0.3,46,1017
994401579,20220113011000,101,부산청,감천항유도등부표(랜비),298,9.71,-0.5,42,1017
994401579,20220113012000,101,부산청,감천항유도등부표(랜비),302,10.6,-0.4,43,1017.1
994401579,20220113013000,101,부산청,감천항유도등부표(랜비),,,,,
994401579,20220113014000,101,부산청,감천항유도등부표(랜비),304,9.41,-0.9,39,1017.3
994401579,20220113015000,101,부산청,감천항유도등부표(랜비),294,9,-0.8,38,
994401579,20220113020000,101,부산청,감천항유도등부표(랜비),292,8.69,-0.7,41,
994401013,20220113000000,102,인천청,팔미도등대,338,5.7,-4,42,1010
994401013,20220113001000,102,인천청,팔미도등대,328,6.2,-4,43,1010
994401013,20220113002000,102,인천청,팔미도등대,334,7.2,-4.3,39,1010
994401013,20220113003000,102,인천청,팔미도등대,330,6.7,-4.1,45,1010
994401013,20220113004000,102,인천청,팔미도등대,319,6.2,-4,47,1010
994401013,20220113005000,102,인천청,팔미도등대,3,7.2,-4.5,47,1010
994401013,20220113010000,102,인천청,팔미도등대,110,6.7,-4.5,49,1010
994401013,20220113011000,102,인천청,팔미도등대,72,7.7,-4.8,51,1010
994401013,20220113012000,102,인천청,팔미도등대,6,8.2,-5,61,1009
994401013,20220113013000,102,인천청,팔미도등대,6,7.2,-5.3,62,1009
994401013,20220113014000,102,인천청,팔미도등대,3,7.7,-5.5,66,1009
994401013,20220113015000,102,인천청,팔미도등대,349,6.7,-5.5,69,1009
994401013,20220113020000,102,인천청,팔미도등대,9,5.1,-5.3,70,1010
994401014,20220113000000,102,인천청,부도등대,212,3.1,-1.9,57,
994401014,20220113001000,102,인천청,부도등대,0,0,0,0,
994401014,20220113002000,102,인천청,부도등대,0,0,0,0,
994401014,20220113003000,102,인천청,부도등대,240,3.1,-2,62,
994401014,20220113004000,102,인천청,부도등대,0,0,0,0,
994401014,20220113005000,102,인천청,부도등대,0,0,0,0,
994401014,20220113010000,102,인천청,부도등대,217,4.1,-2,70,
994401014,20220113011000,102,인천청,부도등대,0,0,0,0,
994401014,20220113012000,102,인천청,부도등대,0,0,0,0,
994401014,20220113013000,102,인천청,부도등대,199,2.6,-2.9,74,
994401014,20220113014000,102,인천청,부도등대,0,0,0,0,
994401014,20220113015000,102,인천청,부도등대,0,0,0,0,
994401014,20220113020000,102,인천청,부도등대,224,4.1,-3,75,
994401015,20220113000000,102,인천청,선미도등대,,,,0,
994401015,20220113001000,102,인천청,선미도등대,,,,0,
994401015,20220113002000,102,인천청,선미도등대,,,,0,
994401015,20220113003000,102,인천청,선미도등대,,,,0,
994401015,20220113004000,102,인천청,선미도등대,,,,0,
994401015,20220113005000,102,인천청,선미도등대,,,,0,
994401015,20220113010000,102,인천청,선미도등대,,,,0,
994401015,20220113011000,102,인천청,선미도등대,,,,0,
994401015,20220113012000,102,인천청,선미도등대,,,,0,
994401015,20220113013000,102,인천청,선미도등대,,,,0,
994401015,20220113014000,102,인천청,선미도등대,,,,0,
994401015,20220113015000,102,인천청,선미도등대,,,,0,
994401015,20220113020000,102,인천청,선미도등대,,,,0,
994401016,20220113000000,102,인천청,소청도등대,32,3.6,-3.4,89,1011
994401016,20220113001000,102,인천청,소청도등대,23,7.2,-3.2,90,1011
994401016,20220113002000,102,인천청,소청도등대,31,3.1,-3.2,91,1011
994401016,20220113003000,102,인천청,소청도등대,26,6.7,-3.3,91,1011
994401016,20220113004000,102,인천청,소청도등대,6,8.7,-3.4,91,1010
994401016,20220113005000,102,인천청,소청도등대,15,7.2,-3.4,92,1010
994401016,20220113010000,102,인천청,소청도등대,54,6.7,-3.3,93,1010
994401016,20220113011000,102,인천청,소청도등대,12,7.7,-3.3,94,1010
994401016,20220113012000,102,인천청,소청도등대,11,7.7,-3.3,94,1010
994401016,20220113013000,102,인천청,소청도등대,2,9.8,-3.4,94,1010
994401016,20220113014000,102,인천청,소청도등대,11,8.7,-3.4,95,1010
994401016,20220113015000,102,인천청,소청도등대,5,8.2,-3.4,95,1010
994401016,20220113020000,102,인천청,소청도등대,339,6.2,-3.3,95,1010
994401017,20220113000000,102,인천청,목덕도등대,355,2.6,,0,1013
994401017,20220113001000,102,인천청,목덕도등대,323,2.6,,0,1013
994401017,20220113002000,102,인천청,목덕도등대,342,1.5,,0,1013
994401017,20220113003000,102,인천청,목덕도등대,321,3.1,,0,1013
994401017,20220113004000,102,인천청,목덕도등대,323,1.5,,0,1013
994401017,20220113005000,102,인천청,목덕도등대,337,2.6,,0,1013
994401017,20220113010000,102,인천청,목덕도등대,300,2.1,,0,1012
994401017,20220113011000,102,인천청,목덕도등대,307,2.6,,0,1012
994401017,20220113012000,102,인천청,목덕도등대,313,3.1,,0,1012
994401017,20220113013000,102,인천청,목덕도등대,330,3.1,,0,1012
994401017,20220113014000,102,인천청,목덕도등대,319,2.1,,0,1012
994401017,20220113015000,102,인천청,목덕도등대,352,2.1,,0,1012
994401017,20220113020000,102,인천청,목덕도등대,12,3.1,,0,1012
994401018,20220113000000,102,인천청,인천항석탄부두A호등대,332,3.6,-5,42,1019
994401018,20220113001000,102,인천청,인천항석탄부두A호등대,332,3.6,-5,42,1019
994401018,20220113002000,102,인천청,인천항석탄부두A호등대,330,2.6,-5,40,1019
994401018,20220113003000,102,인천청,인천항석탄부두A호등대,340,3.1,-5,39,1019
994401018,20220113004000,102,인천청,인천항석탄부두A호등대,340,3.1,-5,39,1019
994401018,20220113005000,102,인천청,인천항석탄부두A호등대,325,3.1,-5,39,1018
994401018,20220113010000,102,인천청,인천항석탄부두A호등대,325,3.1,-5,39,1018
994401018,20220113011000,102,인천청,인천항석탄부두A호등대,325,3.1,-5,39,1018
994401018,20220113012000,102,인천청,인천항석탄부두A호등대,329,3.6,-5.6,54,1018
994401018,20220113013000,102,인천청,인천항석탄부두A호등대,317,2.6,-5.3,56,1018
994401018,20220113014000,102,인천청,인천항석탄부두A호등대,317,2.6,-5.3,56,1018
994401018,20220113015000,102,인천청,인천항석탄부두A호등대,343,2.6,-5.2,52,1018
994401018,20220113020000,102,인천청,인천항석탄부두A호등대,343,2.6,-5.2,52,1018
994401019,20220113000000,102,인천청,소야도등대,37,1.5,-2.3,58,1017
994401019,20220113001000,102,인천청,소야도등대,19,2.1,-2.2,62,1017
994401019,20220113002000,102,인천청,소야도등대,17,0.5,-2.4,63,1017
994401019,20220113003000,102,인천청,소야도등대,46,0.5,-2.5,66,1017
994401019,20220113004000,102,인천청,소야도등대,19,1,-2.4,70,1017
994401019,20220113005000,102,인천청,소야도등대,27,0.5,-2.4,72,1017
994401019,20220113010000,102,인천청,소야도등대,24,1,-2.5,74,1017
994401019,20220113011000,102,인천청,소야도등대,23,0.5,-2.8,75,1017
994401019,20220113012000,102,인천청,소야도등대,21,2.1,-3.1,78,1016
994401019,20220113013000,102,인천청,소야도등대,26,3.1,-3.2,80,1016
994401019,20220113014000,102,인천청,소야도등대,19,2.6,-3.4,83,1016
994401019,20220113015000,102,인천청,소야도등대,16,2.1,-3.6,84,1017
994401019,20220113020000,102,인천청,소야도등대,51,2.1,-3.5,81,1017
994401020,20220113000000,102,인천청,소연평도등대,,,,,
994401020,20220113001000,102,인천청,소연평도등대,,,,,
994401020,20220113002000,102,인천청,소연평도등대,,,,,
994401020,20220113003000,102,인천청,소연평도등대,,,,,
994401020,20220113004000,102,인천청,소연평도등대,,,,,
994401020,20220113005000,102,인천청,소연평도등대,,,,,
994401020,20220113010000,102,인천청,소연평도등대,,,,,
994401020,20220113011000,102,인천청,소연평도등대,,,,,
994401020,20220113012000,102,인천청,소연평도등대,,,,,
994401020,20220113013000,102,인천청,소연평도등대,,,,,
994401020,20220113014000,102,인천청,소연평도등대,,,,,
994401020,20220113015000,102,인천청,소연평도등대,,,,,
994401020,20220113020000,102,인천청,소연평도등대,,,,,
994401021,20220113000000,102,인천청,서포리남방등표,17,4.1,-0.7,1,1019
994401021,20220113001000,102,인천청,서포리남방등표,30,3.6,-0.9,1,1018
994401021,20220113002000,102,인천청,서포리남방등표,36,3.6,-1.1,1,1018
994401021,20220113003000,102,인천청,서포리남방등표,28,4.1,-1.1,1,1018
994401021,20220113004000,102,인천청,서포리남방등표,29,4.6,-1.2,1,1018
994401021,20220113005000,102,인천청,서포리남방등표,35,2.6,-1.6,4,1018
994401021,20220113010000,102,인천청,서포리남방등표,37,2.1,-1.7,8,1018
994401021,20220113011000,102,인천청,서포리남방등표,47,3.1,-1.8,9,1018
994401021,20220113012000,102,인천청,서포리남방등표,20,4.1,-2,11,1018
994401021,20220113013000,102,인천청,서포리남방등표,27,5.1,-2.2,12,1018
994401021,20220113014000,102,인천청,서포리남방등표,20,3.6,-2.3,13,1018
994401021,20220113015000,102,인천청,서포리남방등표,22,5.1,-2.3,16,1018
994401021,20220113020000,102,인천청,서포리남방등표,33,4.6,-2.4,15,1018
994401022,20220113000000,102,인천청,북장자서등표,318,16.5,-5.2,53,1020
994401022,20220113001000,102,인천청,북장자서등표,298,17,-5.1,50,1021
994401022,20220113002000,102,인천청,북장자서등표,316,20.6,-4.9,50,1021
994401022,20220113003000,102,인천청,북장자서등표,325,,-4.8,46,1020
994401022,20220113004000,102,인천청,북장자서등표,332,5.7,-4.7,44,1020
994401022,20220113005000,102,인천청,북장자서등표,323,9.8,-4.5,44,1020
994401022,20220113010000,102,인천청,북장자서등표,349,15.9,-4.4,45,1020
994401022,20220113011000,102,인천청,북장자서등표,317,,-4.2,46,1020
994401022,20220113012000,102,인천청,북장자서등표,323,,-4,45,1020
994401022,20220113013000,102,인천청,북장자서등표,315,18.5,-3.9,43,1020
994401022,20220113014000,102,인천청,북장자서등표,322,15.9,-3.9,41,1020
994401022,20220113015000,102,인천청,북장자서등표,310,19,-3.9,42,1020
994401022,20220113020000,102,인천청,북장자서등표,312,11.8,-3.8,40,1020
994401023,20220113000000,102,인천청,초치암등표,60,3.6,-3,0,1020
994401023,20220113001000,102,인천청,초치암등표,41,4.6,-2.5,0,1020
994401023,20220113002000,102,인천청,초치암등표,52,2.6,-3,0,1019
994401023,20220113003000,102,인천청,초치암등표,68,4.1,-2.8,0,1019
994401023,20220113004000,102,인천청,초치암등표,95,2.6,-3.1,0,1019
994401023,20220113005000,102,인천청,초치암등표,61,3.1,-3.1,0,1019
994401023,20220113010000,102,인천청,초치암등표,48,2.1,-3.6,0,1019
994401023,20220113011000,102,인천청,초치암등표,74,2.1,-3.6,0,1019
994401023,20220113012000,102,인천청,초치암등표,91,3.6,-3.7,0,1019
994401023,20220113013000,102,인천청,초치암등표,89,4.1,-3.9,0,1019
994401023,20220113014000,102,인천청,초치암등표,79,3.1,-4.3,0,1019
994401023,20220113015000,102,인천청,초치암등표,98,4.1,-4.5,0,1019
994401023,20220113020000,102,인천청,초치암등표,93,3.1,-4.4,0,1019
994401024,20220113000000,102,인천청,민어탄등표,,,,,
994401024,20220113001000,102,인천청,민어탄등표,331,,,38,
994401024,20220113002000,102,인천청,민어탄등표,307,3.1,-1.2,40,1020
994401024,20220113003000,102,인천청,민어탄등표,333,2.1,-1,41,1020
994401024,20220113004000,102,인천청,민어탄등표,341,1.5,-1.1,38,1020
994401024,20220113005000,102,인천청,민어탄등표,329,2.1,-1.2,39,1019
994401024,20220113010000,102,인천청,민어탄등표,324,3.1,-1.4,39,1019
994401024,20220113011000,102,인천청,민어탄등표,7,3.1,-1.4,39,1019
994401024,20220113012000,102,인천청,민어탄등표,318,3.6,-1.4,43,1019
994401024,20220113013000,102,인천청,민어탄등표,310,2.6,-1.6,44,1019
994401024,20220113014000,102,인천청,민어탄등표,340,4.1,-1.5,58,1019
994401024,20220113015000,102,인천청,민어탄등표,344,5.7,-1.8,65,1019
994401024,20220113020000,102,인천청,민어탄등표,340,5.7,-1.7,69,1019
994401039,20220113000000,102,인천청,고식이등표,1,6.2,-3.4,43,1020
994401039,20220113001000,102,인천청,고식이등표,,,-3.2,47,1020
994401039,20220113002000,102,인천청,고식이등표,3,6.7,-3.1,43,1020
994401039,20220113003000,102,인천청,고식이등표,350,6.2,-3.4,50,1020
994401039,20220113004000,102,인천청,고식이등표,,,-3.7,60,1020
994401039,20220113005000,102,인천청,고식이등표,1,6.2,-4.5,65,1020
994401039,20220113010000,102,인천청,고식이등표,347,5.7,-4.4,67,1020
994401039,20220113011000,102,인천청,고식이등표,1,5.1,-4.1,64,1019
994401039,20220113012000,102,인천청,고식이등표,355,6.2,-4.4,69,1019
994401039,20220113013000,102,인천청,고식이등표,3,5.7,-4.5,71,1019
994401039,20220113014000,102,인천청,고식이등표,4,6.7,-4.4,74,1019
994401039,20220113015000,102,인천청,고식이등표,359,6.2,-4.6,83,1019
994401039,20220113020000,102,인천청,고식이등표,1,5.7,-5,82,1019
